2021/04/03 - 13:30;245
2021/04/03 - 13:35;200
2021/04/03 - 13:40;206
2021/04/03 - 13:45;218
2021/04/03 - 13:50;228
2021/04/03 - 13:55;225
2021/04/03 - 14:00;238
2021/04/03 - 14:05;213
2021/04/03 - 14:10;204
2021/04/03 - 14:15;213
2021/04/03 - 14:20;219
2021/04/03 - 14:25;258
2021/04/03 - 14:30;248
2021/04/03 - 14:35;223
2021/04/03 - 14:40;181
2021/04/03 - 14:45;216
2021/04/03 - 14:50;192
2021/04/03 - 14:55;164
2021/04/03 - 15:00;187
2021/04/03 - 15:05;234
2021/04/03 - 15:10;237
2021/04/03 - 15:15;175
2021/04/03 - 15:20;219
2021/04/03 - 15:25;244
2021/04/03 - 15:30;232
2021/04/03 - 15:35;212
2021/04/03 - 15:40;247
2021/04/03 - 15:45;184
2021/04/03 - 15:50;185
2021/04/03 - 15:55;207
2021/04/03 - 16:00;220
2021/04/03 - 16:05;250
2021/04/03 - 16:10;226
2021/04/03 - 16:15;242
2021/04/03 - 16:20;236
2021/04/03 - 16:25;269
2021/04/03 - 16:30;216
2021/04/03 - 16:35;223
2021/04/03 - 16:40;261
2021/04/03 - 16:45;260
2021/04/03 - 16:50;167
2021/04/03 - 16:55;240
2021/04/03 - 17:00;199
2021/04/03 - 17:05;266
2021/04/03 - 17:10;187
2021/04/03 - 17:15;200
2021/04/03 - 17:20;177
2021/04/03 - 17:25;202
2021/04/03 - 17:30;254
2021/04/03 - 17:35;273
2021/04/03 - 17:40;239
2021/04/03 - 17:45;259
2021/04/03 - 17:50;225
2021/04/03 - 17:55;255
2021/04/03 - 18:00;244
2021/04/03 - 18:05;266
2021/04/03 - 18:10;225
2021/04/03 - 18:15;297
2021/04/03 - 18:20;216
2021/04/03 - 18:25;225
2021/04/03 - 18:30;213
2021/04/03 - 18:35;316
2021/04/03 - 18:40;236
2021/04/03 - 18:45;268
2021/04/03 - 18:50;236
2021/04/03 - 18:55;252
2021/04/03 - 19:00;244
2021/04/03 - 19:05;274
2021/04/03 - 19:10;253
2021/04/03 - 19:15;218
2021/04/03 - 19:20;271
2021/04/03 - 19:25;248
2021/04/03 - 19:30;300
2021/04/03 - 19:35;257
2021/04/03 - 19:40;250
2021/04/03 - 19:45;267
2021/04/03 - 19:50;232
2021/04/03 - 19:55;253
2021/04/03 - 20:00;216
2021/04/03 - 20:05;199
2021/04/03 - 20:10;207
2021/04/03 - 20:15;213
2021/04/03 - 20:20;251
2021/04/03 - 20:25;271
2021/04/03 - 20:30;319
2021/04/03 - 20:35;314
2021/04/03 - 20:40;256
2021/04/03 - 20:45;212
2021/04/03 - 20:50;213
2021/04/03 - 20:55;250
2021/04/03 - 21:00;216
2021/04/03 - 21:05;213
2021/04/03 - 21:10;210
2021/04/03 - 21:15;222
2021/04/03 - 21:20;192
2021/04/03 - 21:25;246
2021/04/03 - 21:30;197
2021/04/03 - 21:35;206
2021/04/03 - 21:40;221
2021/04/03 - 21:45;220
2021/04/03 - 21:50;222
2021/04/03 - 21:55;286
2021/04/03 - 22:00;232
2021/04/03 - 22:05;220
2021/04/03 - 22:10;202
2021/04/03 - 22:15;225
2021/04/03 - 22:20;199
2021/04/03 - 22:25;180
2021/04/03 - 22:30;180
2021/04/03 - 22:35;189
2021/04/03 - 22:40;155
2021/04/03 - 22:45;196
2021/04/03 - 22:50;167
2021/04/03 - 22:55;191
2021/04/03 - 23:00;195
2021/04/03 - 23:05;191
2021/04/03 - 23:10;159
2021/04/03 - 23:15;205
2021/04/03 - 23:20;212
2021/04/03 - 23:25;195
2021/04/03 - 23:30;144
2021/04/03 - 23:35;103
2021/04/03 - 23:40;91
2021/04/03 - 23:45;92
2021/04/03 - 23:50;99
2021/04/03 - 23:55;84
2021/04/04 - 00:00;161
2021/04/04 - 00:05;141
2021/04/04 - 00:10;145
2021/04/04 - 00:15;175
2021/04/04 - 00:20;162
2021/04/04 - 00:25;183
2021/04/04 - 00:30;167
2021/04/04 - 00:35;153
2021/04/04 - 00:40;136
2021/04/04 - 00:45;165
2021/04/04 - 00:50;131
2021/04/04 - 00:55;130
2021/04/04 - 01:00;104
2021/04/04 - 01:05;130
2021/04/04 - 01:10;127
2021/04/04 - 01:15;145
2021/04/04 - 01:20;135
2021/04/04 - 01:25;114
2021/04/04 - 01:30;127
2021/04/04 - 01:35;90
2021/04/04 - 01:40;97
2021/04/04 - 01:45;134
2021/04/04 - 01:50;105
2021/04/04 - 01:55;122
2021/04/04 - 02:00;113
2021/04/04 - 02:05;103
2021/04/04 - 02:10;123
2021/04/04 - 02:15;134
2021/04/04 - 02:20;121
2021/04/04 - 02:25;126
2021/04/04 - 02:30;122
2021/04/04 - 02:35;86
2021/04/04 - 02:40;112
2021/04/04 - 02:45;135
2021/04/04 - 02:50;103
2021/04/04 - 02:55;82
2021/04/04 - 03:00;91
2021/04/04 - 03:05;96
2021/04/04 - 03:10;93
2021/04/04 - 03:15;100
2021/04/04 - 03:20;106
2021/04/04 - 03:25;93
2021/04/04 - 03:30;88
2021/04/04 - 03:35;82
2021/04/04 - 03:40;98
2021/04/04 - 03:45;128
